point_id,gas,temperature_K,pressure_MPa,pressure_basis,salt,salt_molality,salt_composition,m_Na,m_Cl,m_K,m_Ca,m_Mg,m_SO4,source_id,reference,method,flags,boundary_type,value_as_printed,unit_as_printed
CH4_kraderfranck1987_ch4_107,CH4,757.0,77.8,total,NaCl,1.554856,,1.554856,1.554856,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,26.60,"mol% CH4 (fixed composition of this isopleth; H2O=71.40 mol%, NaCl=2.000 mol%)"
CH4_kraderfranck1987_ch4_108,CH4,748.0,81.9,total,NaCl,1.554856,,1.554856,1.554856,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,26.60,"mol% CH4 (fixed composition of this isopleth; H2O=71.40 mol%, NaCl=2.000 mol%)"
CH4_kraderfranck1987_ch4_109,CH4,743.0,88.4,total,NaCl,1.554856,,1.554856,1.554856,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,26.60,"mol% CH4 (fixed composition of this isopleth; H2O=71.40 mol%, NaCl=2.000 mol%)"
CH4_kraderfranck1987_ch4_110,CH4,745.0,110.9,total,NaCl,1.554856,,1.554856,1.554856,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,26.60,"mol% CH4 (fixed composition of this isopleth; H2O=71.40 mol%, NaCl=2.000 mol%)"
CH4_kraderfranck1987_ch4_111,CH4,749.0,150.0,total,NaCl,1.554856,,1.554856,1.554856,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,26.60,"mol% CH4 (fixed composition of this isopleth; H2O=71.40 mol%, NaCl=2.000 mol%)"
CH4_kraderfranck1987_ch4_112,CH4,752.0,235.5,total,NaCl,1.554856,,1.554856,1.554856,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,26.60,"mol% CH4 (fixed composition of this isopleth; H2O=71.40 mol%, NaCl=2.000 mol%)"
CH4_kraderfranck1987_ch4_113,CH4,799.0,80.0,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_114,CH4,771.0,93.2,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_115,CH4,762.0,100.0,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_116,CH4,757.0,112.0,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_117,CH4,757.0,142.0,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_118,CH4,759.0,158.6,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_119,CH4,766.0,200.3,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_120,CH4,771.0,230.7,total,NaCl,1.488798,,1.488798,1.488798,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,35.30,"mol% CH4 (fixed composition of this isopleth; H2O=63.01 mol%, NaCl=1.690 mol%)"
CH4_kraderfranck1987_ch4_121,CH4,793.0,68.0,total,NaCl,1.483677,,1.483677,1.483677,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,51.60,"mol% CH4 (fixed composition of this isopleth; H2O=47.14 mol%, NaCl=1.260 mol%)"
CH4_kraderfranck1987_ch4_122,CH4,773.0,75.6,total,NaCl,1.483677,,1.483677,1.483677,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,51.60,"mol% CH4 (fixed composition of this isopleth; H2O=47.14 mol%, NaCl=1.260 mol%)"
CH4_kraderfranck1987_ch4_123,CH4,755.0,101.0,total,NaCl,1.483677,,1.483677,1.483677,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,51.60,"mol% CH4 (fixed composition of this isopleth; H2O=47.14 mol%, NaCl=1.260 mol%)"
CH4_kraderfranck1987_ch4_124,CH4,753.0,120.0,total,NaCl,1.483677,,1.483677,1.483677,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,51.60,"mol% CH4 (fixed composition of this isopleth; H2O=47.14 mol%, NaCl=1.260 mol%)"
CH4_kraderfranck1987_ch4_125,CH4,751.0,142.0,total,NaCl,1.483677,,1.483677,1.483677,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,51.60,"mol% CH4 (fixed composition of this isopleth; H2O=47.14 mol%, NaCl=1.260 mol%)"
CH4_kraderfranck1987_ch4_126,CH4,754.0,169.0,total,NaCl,1.483677,,1.483677,1.483677,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,51.60,"mol% CH4 (fixed composition of this isopleth; H2O=47.14 mol%, NaCl=1.260 mol%)"
CH4_kraderfranck1987_ch4_127,CH4,758.0,219.0,total,NaCl,1.483677,,1.483677,1.483677,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,51.60,"mol% CH4 (fixed composition of this isopleth; H2O=47.14 mol%, NaCl=1.260 mol%)"
CH4_kraderfranck1987_ch4_128,CH4,740.0,82.6,total,NaCl,1.486187,,1.486187,1.486187,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,60.50,"mol% CH4 (fixed composition of this isopleth; H2O=38.47 mol%, NaCl=1.030 mol%)"
CH4_kraderfranck1987_ch4_129,CH4,727.0,104.0,total,NaCl,1.486187,,1.486187,1.486187,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,60.50,"mol% CH4 (fixed composition of this isopleth; H2O=38.47 mol%, NaCl=1.030 mol%)"
CH4_kraderfranck1987_ch4_130,CH4,725.0,137.6,total,NaCl,1.486187,,1.486187,1.486187,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,60.50,"mol% CH4 (fixed composition of this isopleth; H2O=38.47 mol%, NaCl=1.030 mol%)"
CH4_kraderfranck1987_ch4_131,CH4,726.0,169.0,total,NaCl,1.486187,,1.486187,1.486187,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,60.50,"mol% CH4 (fixed composition of this isopleth; H2O=38.47 mol%, NaCl=1.030 mol%)"
CH4_kraderfranck1987_ch4_132,CH4,730.0,215.0,total,NaCl,1.486187,,1.486187,1.486187,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,60.50,"mol% CH4 (fixed composition of this isopleth; H2O=38.47 mol%, NaCl=1.030 mol%)"
CH4_kraderfranck1987_ch4_133,CH4,713.0,73.5,total,NaCl,1.490158,,1.490158,1.490158,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,69.40,"mol% CH4 (fixed composition of this isopleth; H2O=29.80 mol%, NaCl=0.800 mol%)"
CH4_kraderfranck1987_ch4_134,CH4,706.0,85.5,total,NaCl,1.490158,,1.490158,1.490158,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,69.40,"mol% CH4 (fixed composition of this isopleth; H2O=29.80 mol%, NaCl=0.800 mol%)"
CH4_kraderfranck1987_ch4_135,CH4,701.0,110.5,total,NaCl,1.490158,,1.490158,1.490158,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,69.40,"mol% CH4 (fixed composition of this isopleth; H2O=29.80 mol%, NaCl=0.800 mol%)"
CH4_kraderfranck1987_ch4_136,CH4,700.0,151.8,total,NaCl,1.490158,,1.490158,1.490158,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,69.40,"mol% CH4 (fixed composition of this isopleth; H2O=29.80 mol%, NaCl=0.800 mol%)"
CH4_kraderfranck1987_ch4_137,CH4,701.0,220.0,total,NaCl,1.490158,,1.490158,1.490158,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,69.40,"mol% CH4 (fixed composition of this isopleth; H2O=29.80 mol%, NaCl=0.800 mol%)"
CH4_kraderfranck1987_ch4_138,CH4,703.0,250.0,total,NaCl,1.490158,,1.490158,1.490158,0.000000,0.000000,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,69.40,"mol% CH4 (fixed composition of this isopleth; H2O=29.80 mol%, NaCl=0.800 mol%)"
CH4_kraderfranck1987_ch4_139,CH4,673.0,67.0,total,CaCl2,0.047201,,0.000000,0.094402,0.000000,0.047201,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.44 mol%, CaCl2=0.065 mol%)"
CH4_kraderfranck1987_ch4_140,CH4,656.0,75.3,total,CaCl2,0.047201,,0.000000,0.094402,0.000000,0.047201,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.44 mol%, CaCl2=0.065 mol%)"
CH4_kraderfranck1987_ch4_141,CH4,652.0,86.0,total,CaCl2,0.047201,,0.000000,0.094402,0.000000,0.047201,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.44 mol%, CaCl2=0.065 mol%)"
CH4_kraderfranck1987_ch4_142,CH4,654.0,112.1,total,CaCl2,0.047201,,0.000000,0.094402,0.000000,0.047201,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.44 mol%, CaCl2=0.065 mol%)"
CH4_kraderfranck1987_ch4_143,CH4,657.0,139.2,total,CaCl2,0.047201,,0.000000,0.094402,0.000000,0.047201,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.44 mol%, CaCl2=0.065 mol%)"
CH4_kraderfranck1987_ch4_144,CH4,663.0,244.0,total,CaCl2,0.047201,,0.000000,0.094402,0.000000,0.047201,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.44 mol%, CaCl2=0.065 mol%)"
CH4_kraderfranck1987_ch4_145,CH4,685.0,75.0,total,CaCl2,0.143318,,0.000000,0.286636,0.000000,0.143318,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.30 mol%, CaCl2=0.197 mol%)"
CH4_kraderfranck1987_ch4_146,CH4,674.0,91.5,total,CaCl2,0.143318,,0.000000,0.286636,0.000000,0.143318,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.30 mol%, CaCl2=0.197 mol%)"
CH4_kraderfranck1987_ch4_147,CH4,672.0,110.0,total,CaCl2,0.143318,,0.000000,0.286636,0.000000,0.143318,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.30 mol%, CaCl2=0.197 mol%)"
CH4_kraderfranck1987_ch4_148,CH4,673.0,145.0,total,CaCl2,0.143318,,0.000000,0.286636,0.000000,0.143318,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.30 mol%, CaCl2=0.197 mol%)"
CH4_kraderfranck1987_ch4_149,CH4,675.0,200.0,total,CaCl2,0.143318,,0.000000,0.286636,0.000000,0.143318,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.30 mol%, CaCl2=0.197 mol%)"
CH4_kraderfranck1987_ch4_150,CH4,676.0,265.0,total,CaCl2,0.143318,,0.000000,0.286636,0.000000,0.143318,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=76.30 mol%, CaCl2=0.197 mol%)"
CH4_kraderfranck1987_ch4_151,CH4,723.0,72.5,total,CaCl2,0.575463,,0.000000,1.150926,0.000000,0.575463,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=75.72 mol%, CaCl2=0.785 mol%)"
CH4_kraderfranck1987_ch4_152,CH4,708.0,83.0,total,CaCl2,0.575463,,0.000000,1.150926,0.000000,0.575463,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=75.72 mol%, CaCl2=0.785 mol%)"
CH4_kraderfranck1987_ch4_153,CH4,705.0,99.5,total,CaCl2,0.575463,,0.000000,1.150926,0.000000,0.575463,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=75.72 mol%, CaCl2=0.785 mol%)"
CH4_kraderfranck1987_ch4_154,CH4,707.0,123.0,total,CaCl2,0.575463,,0.000000,1.150926,0.000000,0.575463,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=75.72 mol%, CaCl2=0.785 mol%)"
CH4_kraderfranck1987_ch4_155,CH4,710.0,150.5,total,CaCl2,0.575463,,0.000000,1.150926,0.000000,0.575463,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=75.72 mol%, CaCl2=0.785 mol%)"
CH4_kraderfranck1987_ch4_156,CH4,717.0,244.0,total,CaCl2,0.575463,,0.000000,1.150926,0.000000,0.575463,0.000000,0.000000,kraderfranck1987_ch4,Krader & Franck (1987),synthetic_visual,printed_defect;suspect_value,,23.50,"mol% CH4 (fixed composition of this isopleth; H2O=75.72 mol%, CaCl2=0.785 mol%)"
CH4_maekawa2001_c2c4_001,CH4,274.2,2.9,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_002,CH4,274.3,3.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_003,CH4,274.7,3.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_004,CH4,275.1,3.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_005,CH4,275.9,3.4,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_006,CH4,276.2,3.6,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_007,CH4,276.7,3.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_008,CH4,276.9,3.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_009,CH4,277.4,4.0,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_010,CH4,277.9,4.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_011,CH4,278.4,4.4,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_012,CH4,278.7,4.5,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_013,CH4,279.0,4.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_014,CH4,279.4,4.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_015,CH4,279.5,4.9,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_016,CH4,279.7,5.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_017,CH4,280.4,5.3,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_018,CH4,280.7,5.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_019,CH4,280.9,5.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_020,CH4,281.9,6.4,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_021,CH4,282.7,6.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_022,CH4,283.1,7.1,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_023,CH4,283.9,7.7,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_024,CH4,284.6,8.3,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_025,CH4,285.2,8.9,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_026,CH4,285.9,9.6,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_027,CH4,286.5,10.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_028,CH4,287.2,11.2,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_029,CH4,287.7,11.8,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_030,CH4,288.2,12.6,total,none,0,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_031,CH4,276.4,4.0,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_032,CH4,277.6,4.5,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
CH4_maekawa2001_c2c4_033,CH4,279.1,5.3,total,NaCl,0.529197,,0.529197,0.529197,0.000000,0.000000,0.000000,0.000000,maekawa2001_c2c4,Maekawa 2001,synthetic_visual,,hydrate,,"hydrate dissociation P-T boundary (boundary_type=hydrate; gas composition as printed: 100% CH4) -- NO composition printed, NOT a solubility"
